PTac-EGFP.1 Time (s) ,PTac-EGFP.1 IPTG (nM),PTac-EGFP.1 EGFP (nM),PTac-EGFP.1 Growth Rate (s^(-1)),PTac-EGFP.2 Time (s) ,PTac-EGFP.2 IPTG (nM),PTac-EGFP.2 EGFP (nM),PTac-EGFP.2 Growth Rate (s^(-1)),PLuxB-EGFP.1 Time (s),PLuxB-EGFP.1 OC6 (nM),PLuxB-EGFP.1 EGFP (nM),PLuxB-EGFP.1 Growth Rate (s^(-1)),PLuxB-EGFP.2 Time (s),PLuxB-EGFP.2 OC6 (nM),PLuxB-EGFP.2 EGFP (nM),PLuxB-EGFP.2 Growth Rate (s^(-1)),PLuxB-EGFP.3 Time (s),PLuxB-EGFP.3 OC6 (nM),PLuxB-EGFP.3 EGFP (nM),PLuxB-EGFP.3 Growth Rate (s^(-1)),PLuxB-EGFP.4 Time (s),PLuxB-EGFP.4 OC6 (nM),PLuxB-EGFP.4 EGFP (nM),PLuxB-EGFP.4 Growth Rate (s^(-1)),PVanCC-EGFP.1 Time (s),PVanCC-EGFP.1 Vanillic Acid (nM),PVanCC-EGFP.1 EGFP (nM),PVanCC-EGFP.1 Growth Rate,PVanCC-EGFP.2 Time (s),PVanCC-EGFP.2 Vanillic Acid (nM),PVanCC-EGFP.2 EGFP (nM),PVanCC-EGFP.2 Growth Rate,PVanCC-EGFP.3 Time (s),PVanCC-EGFP.3 Vanillic Acid (nM),PVanCC-EGFP.3 EGFP (nM),PVanCC-EGFP.3 Growth Rate,PTac-mScarlet.1 Time (s),PTac-mScarlet.1 IPTG (nM),PTac-mScarlet.1 mScarlet-I (nM),PTac-mScarlet.1 Growth Rate,PTac-mScarlet.3 Time (s),PTac-mScarlet.3 IPTG (nM),PTac-mScarlet.3 mScarlet-I (nM),PTac-mScarlet.3 Growth Rate,PVanCC-EGFP.4 Time (s),PVanCC-EGFP.4 Vanillic Acid (nM),PVanCC-EGFP.4 EGFP (nM),PVanCC-EGFP.4 Growth Rate,PTac-EGFP.3 Time (s) ,PTac-EGFP.3 IPTG (nM),PTac-EGFP.3 EGFP (nM),PTac-EGFP.3 Growth Rate (s^(-1)),PLuxB-EGFP.5 Time (s),PLuxB-EGFP.5 OC6 (nM),PLuxB-EGFP.5 EGFP (nM),PLuxB-EGFP.5 Growth Rate (s^(-1)),PTac-ChbBC-mScarlet-I.1 Time (s),PTac-ChbBC-mScarlet-I.1 IPTG (nM),PTac-ChbBC-mScarlet-I.1 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.1 Growth Rate,PTac-ChbBC-mScarlet-I.2 Time (s),PTac-ChbBC-mScarlet-I.2 IPTG (nM),PTac-ChbBC-mScarlet-I.2 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.2 Growth Rate,PTac-ChbBC-mScarlet-I.3 Time (s),PTac-ChbBC-mScarlet-I.3 IPTG (nM),PTac-ChbBC-mScarlet-I.3 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.3 Growth Rate,PTac-ChbBC-mScarlet-I.4 Time (s),PTac-ChbBC-mScarlet-I.4 IPTG (nM),PTac-ChbBC-mScarlet-I.4 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.4 Growth Rate,PVanCC-EGFP_PLuxB-sRNA20D.1 Time (s),PVanCC-EGFP_PLuxB-sRNA20D.1 Vanillic Acid (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 OC6 (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 EGFP (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 Growth Rate,PVanCC-EGFP_PLuxB-sRNA20D.2 Time (s),PVanCC-EGFP_PLuxB-sRNA20D.2 Vanillic Acid (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 OC6 (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 EGFP (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 Growth Rate,Sponge Circuit 1.3.1 Time (s),Sponge Circuit 1.3.1 Vanillic Acid (nM),Sponge Circuit 1.3.1 OC6 (nM),Sponge Circuit 1.3.1 IPTG (nM),Sponge Circuit 1.3.1 EGFP (nM),Sponge Circuit 1.3.1 Growth Rate ,Sponge Circuit 1.3.2 Time (s),Sponge Circuit 1.3.2 Vanillic Acid (nM),Sponge Circuit 1.3.2 OC6 (nM),Sponge Circuit 1.3.2 IPTG (nM),Sponge Circuit 1.3.2 EGFP (nM),Sponge Circuit 1.3.2 Growth Rate ,Sponge Circuit 1.4.1 Time (s),Sponge Circuit 1.4.1 Vanillic Acid (nM),Sponge Circuit 1.4.1 OC6 (nM),Sponge Circuit 1.4.1 IPTG (nM),Sponge Circuit 1.4.1 EGFP (nM),Sponge Circuit 1.4.1 mScarlet-I (nM),Sponge Circuit 1.4.1 Growth Rate ,Sponge Circuit 1.4.2 Time (s),Sponge Circuit 1.4.2 Vanillic Acid (nM),Sponge Circuit 1.4.2 OC6 (nM),Sponge Circuit 1.4.2 IPTG (nM),Sponge Circuit 1.4.2 EGFP (nM),Sponge Circuit 1.4.2 mScarlet-I (nM),Sponge Circuit 1.4.2 Growth Rate ,Sponge Circuit 1.4.3 Time (s),Sponge Circuit 1.4.3 Vanillic Acid (nM),Sponge Circuit 1.4.3 OC6 (nM),Sponge Circuit 1.4.3 IPTG (nM),Sponge Circuit 1.4.3 EGFP (nM),Sponge Circuit 1.4.3 mScarlet-I (nM),Sponge Circuit 1.4.3 Growth Rate ,Sponge Circuit 1.4.4 Time (s),Sponge Circuit 1.4.4 Vanillic Acid (nM),Sponge Circuit 1.4.4 OC6 (nM),Sponge Circuit 1.4.4 IPTG (nM),Sponge Circuit 1.4.4 EGFP (nM),Sponge Circuit 1.4.4 mScarlet-I (nM),Sponge Circuit 1.4.4 Growth Rate 
600.6,0,0,0.000324061,600.6,0,79.71608098,0.0003068230,600.59,0,0,0.000315356,600.54,0,0,0.000326508,600.54,0,0,0.000336676,600.55,0,0,0.000333583,600.58,0,0,0.000302324,600.54,0,0,0.000300433,600.63,0,0,0.000333049,600.6,0,37.41729637,0.000439821,600.55,0,7.94624547,0.000345823,600.5,0,0,0.000329207,600.56,0,0,0.0003292,600.52,0,0,0.000339455,600.56,0,0,0.000328135,600.69,0,0,0.000281384,600.56,0,0,0.000350626,600.56,0,0,0.000346284,600.54,0,0,0,0.000397681,600.6,0,0,0,0.000332165,600.57,0,0,0,0,0.000326627,600.57,0,0,0,0,0.000348653,600.59,0,0,0,0,20.38594651,0.00033661,600.57,0,0,0,506.8152867,0,0.000322257,600.57,0,0,0,0,0,0.00032712,600.53,0,0,0,178.3054205,0,0.000310334
660.65,0,0,0.000328234,660.68,0,31.65584868,0.0003063290,660.67,0,0,0.000315746,660.58,0,0,0.000326277,660.58,0,0,0.000336795,660.6,0,0,0.000333958,660.64,0,0,0.000302082,660.6,0,0,0.000300621,660.7,0,0,0.000332018,660.65,0,57.63470651,0.000441207,660.62,0,16.43252704,0.000346394,660.54,0,0,0.000329443,660.63,0,0,0.000329475,660.58,0,0,0.000338999,660.61,0,0,0.000328236,660.74,0,0,0.000281442,660.67,0,0,0.000350563,660.63,0,0,0.000345982,660.59,0,0,0,0.000397724,660.66,0,0,0,0.000331917,660.62,0,0,0,0,0.000326457,660.61,0,0,0,0,0.00034855,660.65,0,0,0,0,24.18569394,0.000336542,660.61,0,0,0,385.1841367,0,0.00032245,660.61,0,0,0,0,0,0.000327431,660.61,0,0,0,117.2973277,0.686675865,0.000310417
720.69,0,0,0.000332407,720.73,0,21.80663041,0.0003057980,720.73,0,0,0.00031614,720.63,0,0,0.000326066,720.65,0,0,0.000336914,720.67,0,0,0.000334242,720.7,0,0,0.000301999,720.67,0,0,0.000301019,720.77,0,0,0.000330863,720.74,0,85.2450502,0.000442262,720.69,0,17.20400718,0.000346876,720.58,0,0,0.000329711,720.67,0,0,0.000329717,720.62,0,0,0.000338619,720.67,0,0,0.000328345,720.8,0,0,0.000281302,720.85,0,0,0.000350344,720.72,0,0,0.000345731,720.67,0,0,0,0.000397712,720.72,0,0,0,0.000331598,720.68,0,0,0,0,0.000326449,720.67,0,0,0,0,0.000348285,720.69,0,0,0,0,16.88776634,0.000336296,720.69,0,0,0,255.5944081,0,0.000322722,720.71,0,0,0,0,0,0.000327865,720.64,0,0,0,54.94098968,13.31094753,0.00031055
780.77,0,0,0.00033658,780.8,0,0,0.0003053280,780.77,0,0,0.000316507,780.67,0,0,0.000326253,780.72,0,0,0.000337168,780.71,0,0,0.000334522,780.77,0,0,0.000301857,780.74,0,0,0.0003014,780.83,0,0,0.000329876,780.77,0,54.7680588,0.000443608,780.78,0,17.01113714,0.00034749,780.64,0,0,0.00032997,780.73,0,0,0.000329886,780.7,0,0,0.000338149,780.79,0,0,0.000328334,780.9,0,0,0.000281033,780.91,0,0,0.000350107,780.92,0,0,0.000345567,780.74,0,0,0,0.00039756,780.77,0,0,0,0.000331187,780.75,0,0,0,0,0.00032643,780.72,0,0,0,0,0.000348017,780.74,0,0,0,0,0.877560715,0.000336014,780.76,0,0,0,124.9579834,0,0.000322983,780.77,0,0,0,0,5.682525305,0.000328415,780.69,0,0,0,101.7925085,15.24772561,0.00031054
840.85,0,0,0.000340163,840.86,0,59.62235809,0.0003048230,840.84,0,0,0.000316773,840.74,0,0,0.000326455,840.76,0,0,0.000337475,840.8,0,0,0.000334656,840.84,0,0,0.000301699,840.82,0,0,0.000301819,840.88,0,0,0.000328978,840.82,0,37.41729637,0.000445042,840.82,0,32.32501798,0.00034826,840.7,0,0,0.000330228,840.78,0,0,0.000329936,840.76,0,0,0.000337648,840.91,0,0,0.00032836,840.96,0,0,0.000280929,840.95,0,0,0.000349831,840.99,0,0,0.000345257,840.78,0,0,0,0.000397134,840.83,0,0,0,0.000330638,840.77,0,0,0,0,0.000326492,840.75,0,0,0,0,0.000347781,840.78,0,0,0,0,0,0.000335857,840.8,0,0,0,0,0,0.000323064,840.82,0,0,0,0,18.71701838,0.000328905,840.75,0,0,0,0,12.21930898,0.000310725
900.92,0,0,0.000343746,900.9,0,28.55943893,0.0003043100,900.91,0,0,0.000316705,900.82,0,0,0.000326548,900.8,0,0,0.000337727,900.86,0,0,0.00033481,900.91,0,51.01493226,0.000301673,900.88,0,0,0.000302273,900.92,0,0,0.000327913,900.86,0,56.88032553,0.000446774,900.92,0,28.31332124,0.000348947,900.77,0,0,0.00033048,900.82,0,0,0.000329925,900.84,0,0,0.000337091,900.97,0,0,0.000328373,901.02,0,0,0.000280836,901,0,0,0.000349673,901.07,0,0,0.000344929,900.85,0,0,0,0.000396792,900.89,0,0,0,0.00033036,900.83,0,0,0,0,0.000326555,900.81,0,0,0,0,0.000347558,900.83,0,0,0,0,0,0.000335659,900.85,0,0,0,0,0,0.000323103,900.89,0,0,0,0,17.78598316,0.000329308,900.79,0,0,0,0,9.120464049,0.000310957
960.97,0,0,0.000347328,960.94,0,0,0.0003037890,960.94,0,0,0.00031668,960.85,0,0,0.000326562,960.86,0,0,0.000337846,960.88,0,0,0.00033491,960.98,0,0,0.000301617,960.94,0,0,0.000302782,960.99,0,0,0.000327251,960.9,0,101.3888031,0.000448206,961.02,0,10.18353788,0.000349544,960.84,0,0,0.0003305,960.86,0,0,0.00032995,960.86,0,0,0.000336566,961.11,0,0,0.000328295,961.1,0,0,0.000280729,961.04,0,0,0.00034951,961.14,0,0,0.000344667,960.9,0,0,0,0.000396329,960.95,0,0,0,0.000330099,960.86,0,0,0,0,0.000326636,960.87,0,0,0,0,0.000347253,960.89,0,0,0,0,0,0.000335426,960.89,0,0,0,0,0.610024698,0.000323195,960.96,0,0,0,0,9.759817473,0.000329646,960.84,0,0,0,0,0.728932841,0.000311381
1021.03,0,0,0.000351461,1020.99,0,0,0.0003033500,1020.97,0,0,0.000316773,1020.89,0,0,0.000326699,1020.92,0,0,0.000338022,1020.95,0,0,0.000334967,1021.05,0,39.31150663,0.00030179,1020.99,0,0,0.000303241,1021.03,0,0,0.00032659,1020.97,0,50.84527773,0.000449387,1021.1,0,0,0.000350078,1020.91,0,0,0.000330448,1020.91,0,0,0.000330012,1020.91,0,0,0.000336187,1021.16,0,0,0.000328207,1021.18,0,0,0.000280715,1021.12,0,0,0.000349176,1021.18,0,0,0.00034453,1020.98,0,0,0,0.000395846,1021.02,0,0,0,0.000329759,1020.96,0,0,0,0,0.000326698,1020.94,0,0,0,0,0.000347137,1020.93,0,0,0,0,0,0.00033511,1020.94,0,0,0,0,17.62634179,0.000323162,1021.01,0,0,0,0,25.39478823,0.000330027,1020.91,0,0,0,0,1.211366654,0.000311817
1081.08,0,76.84170985,0.000351008,1081.03,0,0,0.0003027490,1081.01,0,0,0.000316691,1080.93,0,0,0.000326835,1080.99,0,0,0.000338077,1080.99,0,0,0.000334971,1081.08,0,173.4507697,0.000301957,1081.06,0,0,0.000303582,1081.1,0,0,0.00032601,1081.02,0,78.60649763,0.000450792,1081.17,0,6.32613717,0.000350477,1080.95,0,0,0.000330351,1080.95,0,0,0.000330187,1080.95,0,0,0.000335667,1081.23,0,0,0.000328026,1081.27,0,0,0.00028069,1081.24,0,0,0.000348957,1081.25,0,0,0.000344551,1081.02,0,0,0,0.000395532,1081.09,0,0,0,0.000329554,1081.03,0,0,0,0,0.000326887,1081,0,0,0,0,0.00034716,1080.98,0,0,0,0,0,0.000334854,1080.99,0,0,0,0,19.61888477,0.000323166,1081.06,0,0,0,0,17.52914586,0.000330467,1080.94,0,0,0,0,0,0.000312528
1141.17,0,186.6641536,0.000356459,1141.08,0,0,0.0003020540,1141.08,0,0,0.000316624,1141,0,0,0.000327071,1141.06,0,0,0.000338205,1141.06,0,0,0.000334912,1141.13,0,62.71835789,0.000302102,1141.12,0,0,0.000303666,1141.16,0,0,0.000325415,1141.09,0,44.35760134,0.000452027,1141.22,0,3.73396389,0.000350878,1141.01,0,0,0.000330339,1141,0,0,0.00033041,1140.99,0,0,0.000335065,1141.28,0,0,0.000327899,1141.36,0,0,0.000280607,1141.31,0,0,0.000348637,1141.3,0,0,0.000344567,1141.07,0,0,0,0.000395451,1141.15,0,0,0,0.000329421,1141.07,0,0,0,0,0.000327088,1141.05,0,0,0,0,0.000346945,1141.05,0,0,0,0,0.793121884,0.000334765,1141.03,0,0,0,0,8.031480953,0.000323225,1141.13,0,0,0,0,24.14270638,0.000330856,1140.98,0,0,0,0,0,0.000312989
1201.21,0,166.6037072,0.000363543,1201.15,0,0,0.0003014450,1201.14,0,0,0.000316523,1201.06,0,0,0.00032732,1201.12,0,0,0.000338285,1201.12,0,0,0.000334697,1201.17,0,163.547871,0.000302247,1201.16,0,0,0.000303759,1201.2,0,0,0.000324684,1201.16,0,66.68727821,0.000453153,1201.27,0,7.830523448,0.000351291,1201.06,0,0,0.000330273,1201.06,0,0,0.000330607,1201.04,0,0,0.000334543,1201.34,0,0,0.000327686,1201.43,0,0,0.000280523,1201.38,0,0,0.000348389,1201.37,0,0,0.000344509,1201.13,0,0,0,0.000395281,1201.18,0,0,0,0.000329458,1201.18,0,0,0,128.1386507,0.000327359,1201.1,0,0,0,0,0.000346769,1201.09,0,0,0,0,3.679120524,0.000334632,1201.1,0,0,0,0,6.222865013,0.000323253,1201.2,0,0,0,0,35.86508189,0.000331229,1201.04,0,0,0,0,6.549831325,0.000313439
1261.28,0,124.1027615,0.000370131,1261.22,0,0,0.0003010740,1261.18,0,0,0.000316405,1261.1,0,0,0.000327615,1261.17,0,0,0.000338533,1261.17,0,0,0.000334283,1261.22,0,293.7859923,0.000302393,1261.21,0,0,0.000303838,1261.24,0,0,0.000323876,1261.22,0,91.73272658,0.000453573,1261.33,0,11.72649816,0.000351593,1261.11,0,0,0.000330416,1261.12,0,0,0.000330819,1261.08,0,0,0.000333934,1261.41,0,0.978272258,0.000327232,1261.46,0,0,0.000280518,1261.45,0,0,0.000348078,1261.43,0,3.797526352,0.00034453,1261.17,0,0,0,0.000394942,1261.23,0,0,0,0.000329374,1261.24,0,0,0,63.24581217,0.000327587,1261.15,0,0,0,0,0.000346726,1261.13,0,0,0,0,1.60132213,0.000334554,1261.16,0,0,0,0,5.855010924,0.000323379,1261.23,0,0,0,0,31.04520887,0.000331738,1261.1,0,0,0,0,0,0.000313998
1321.32,0,0,0.000381278,1321.28,0,0,0.0003006930,1321.23,0,0,0.000316232,1321.21,0,0,0.000327966,1321.21,0,125.477833,0.000338776,1321.21,0,0,0.000333736,1321.25,0,297.3870463,0.000302739,1321.28,0,0,0.00030389,1321.32,0,0,0.000323243,1321.25,0,148.0095474,0.000454331,1321.39,0,29.62483748,0.000351501,1321.15,0,0,0.000330681,1321.18,0,0,0.000330882,1321.12,0,0,0.000333275,1321.48,0,0,0.000326857,1321.52,0,0,0.000280533,1321.49,0,0,0.000347541,1321.48,0,5.712518273,0.000344637,1321.22,0,0,36.72081324,0.000394738,1321.3,0,0,0,0.000329269,1321.31,0,0,0,0,0.00032781,1321.22,0,0,0,0,0.000346787,1321.17,0,0,0,0,6.242442201,0.000334563,1321.22,0,0,0,0,5.333884297,0.000323559,1321.31,0,0,0,0,40.2332423,0.00033211,1321.18,0,0,0,0,0,0.000314461
1381.39,0,0,0.000392212,1381.35,0,0,0.0003003500,1381.27,0,0,0.000316062,1381.27,0,0,0.000328463,1381.28,0,138.4264055,0.000338945,1381.28,0,0,0.000333467,1381.3,0,182.1533169,0.000303082,1381.32,0,0,0.000303799,1381.37,0,0,0.000322685,1381.32,0,119.7956988,0.00045486,1381.43,0,42.78628872,0.000351463,1381.19,0,0,0.000331044,1381.23,0,0,0.000330807,1381.17,0,0,0.000332648,1381.55,0,8.397558324,0.000326612,1381.58,0,0,0.000280498,1381.56,0,6.458548364,0.000346908,1381.52,0,4.803708548,0.000344796,1381.26,0,0,171.7038027,0.000394681,1381.35,0,0,0,0.000329323,1381.35,0,0,0,0,0.000328067,1381.28,0,0,0,0,0.000346777,1381.24,0,0,0,0,0,0.00033448,1381.28,0,0,0,0,6.62137361,0.000323732,1381.34,0,0,0,0,40.575478,0.000332545,1381.22,0,0,0,0,0,0.000314984
1441.43,0,0,0.000398708,1441.41,0,0,0.0003001200,1441.35,0,0,0.000315814,1441.33,0,0,0.000328809,1441.34,0,191.4538927,0.000339118,1441.35,0,0,0.000333085,1441.35,0,102.930128,0.000303399,1441.36,0,0,0.0003038,1441.41,0,0,0.000322344,1441.38,0,125.2272419,0.000455082,1441.47,0,50.32442118,0.000351465,1441.22,0,0,0.000331153,1441.29,0,0,0.000330903,1441.25,0,0,0.000332053,1441.58,0,0.631981194,0.000326272,1441.64,0,0,0.000280711,1441.62,0,1.90207798,0.00034614,1441.57,0,3.927356313,0.000344928,1441.3,0,0,216.5847966,0.00039488,1441.43,0,0,0,0.00032928,1441.42,0,0,0,0,0.000328258,1441.34,0,0,0,0,0.000346574,1441.31,0,0,0,0,0,0.00033435,1441.35,0,0,0,96.83090962,0,0.000323887,1441.41,0,0,0,0,32.7220354,0.000332815,1441.3,0,0,0,0,12.95880606,0.000315327
1501.5,0,0,0.00040522,1501.48,0,0,0.0003001230,1501.38,0,0,0.000315566,1501.36,0,0,0.000329109,1501.41,0,355.9069289,0.000339308,1501.41,0,0,0.000332557,1501.42,0,0,0.000303905,1501.43,0,0,0.000303796,1501.46,0,0,0.000321997,1501.42,0,117.532556,0.000454858,1501.53,0,41.94807554,0.000351531,1501.26,0,0,0.000331318,1501.36,0,0,0.000331031,1501.32,0,0,0.000331456,1501.63,0,0,0.000325713,1501.68,0,0,0.00028093,1501.66,0,5.819790834,0.000345442,1501.63,0,0,0.000345171,1501.37,0,0,175.4438854,0.000395097,1501.46,0,0,0,0.000329216,1501.47,0,0,0,0,0.000328465,1501.43,0,0,0,0,0.000346404,1501.35,0,0,0,0,0,0.000334217,1501.39,0,0,0,234.3423289,0,0.000324108,1501.45,0,0,0,0,32.30242746,0.000332977,1501.34,0,0,0,0,0,0.000315734
1561.59,0,0,0.000413779,1561.55,0,0,0.0003002940,1561.45,0,0,0.000315381,1561.41,0,0,0.000329492,1561.48,0,406.3755315,0.000339574,1561.44,0,81.90588838,0.000332088,1561.46,0,0,0.000304388,1561.49,0,0,0.000303821,1561.53,0,0,0.00032159,1561.47,0,110.7431272,0.000454797,1561.58,0,58.2047051,0.000351637,1561.33,0,0,0.000331443,1561.43,0,0,0.000331091,1561.36,0,0,0.000330915,1561.7,0,0.64063847,0.000324882,1561.72,0,0,0.000281296,1561.7,0,0,0.000344585,1561.67,0,2.700463184,0.000345259,1561.42,0,0,129.5428689,0.000395128,1561.49,0,0,0,0.000329128,1561.53,0,0,0,0,0.000328776,1561.49,0,0,0,0,0.000346102,1561.39,0,0,0,0,0,0.00033417,1561.44,0,0,0,168.7624425,0,0.000324243,1561.52,0,0,0,0,39.44186236,0.000333168,1561.4,0,0,0,0,0,0.000316079
1621.68,0,0,0.000419502,1621.59,0,28.42767681,0.0003006080,1621.52,0,0,0.000315293,1621.45,0,0,0.000329842,1621.55,0,347.3362071,0.00033983,1621.51,0,42.4697199,0.000331715,1621.5,0,0,0.000304737,1621.53,0,0,0.000304018,1621.6,0,0,0.000321211,1621.53,0,96.56076483,0.000454588,1621.65,0,50.01312894,0.000351696,1621.39,0,0,0.000331579,1621.47,0,0,0.00033121,1621.43,0,0,0.000330609,1621.77,0,17.11255012,0.000324192,1621.79,0,0,0.000281528,1621.78,0,0,0.000343788,1621.74,0,0,0.000345394,1621.49,0,0,116.2825753,0.000395337,1621.57,0,0,0,0.000329087,1621.59,0,0,0,0,0.000329131,1621.54,0,0,0,0,0.000345843,1621.44,0,0,0,0,0,0.000334161,1621.48,0,0,0,0,0,0.000324274,1621.56,0,0,0,0,37.2298511,0.000333246,1621.44,0,0,0,0,0,0.000316376
1681.76,0,0,0.00042643,1681.66,0,0,0.0003008750,1681.58,0,0,0.000315084,1681.5,0,0,0.000329935,1681.62,0,310.8921417,0.000340051,1681.58,0,12.53867921,0.000331385,1681.58,0,0,0.000305243,1681.6,0,0,0.00030412,1681.65,0,0,0.000320693,1681.58,0,19.01040058,0.000454567,1681.72,0,52.93510998,0.000351781,1681.44,0,0,0.00033167,1681.52,0,0,0.000331152,1681.49,0,0,0.000330376,1681.8,0,16.01596176,0.000323676,1681.83,0,0,0.000281714,1681.84,0,0,0.000343058,1681.81,0,0,0.000345599,1681.55,0,0,15.47034262,0.000395783,1681.61,0,0,0,0.000329052,1681.64,0,0,0,0,0.000329448,1681.58,0,0,0,0,0.000345603,1681.48,0,0,0,0,0,0.000334237,1681.53,0,0,0,0,0,0.000324268,1681.6,0,0,0,0,43.17916615,0.000333406,1681.49,0,0,0,0,0,0.000316731
1741.83,0,0,0.000432609,1741.7,0,0,0.0003011470,1741.63,0,0,0.000314929,1741.56,0,0,0.000330204,1741.66,0,323.2611114,0.000340287,1741.64,0,0,0.000330742,1741.61,0,0,0.000305805,1741.68,0,0,0.000304209,1741.7,0,0,0.000320143,1741.62,0,0,0.000454488,1741.79,0,41.2718732,0.000351875,1741.48,0,0,0.000331817,1741.55,0,0,0.000331149,1741.54,0,0,0.000330365,1741.87,0,5.886948104,0.000323353,1741.88,0,0,0.000281838,1741.89,0,0,0.000342342,1741.87,0,0,0.000345887,1741.62,0,0,115.2625527,0.000396184,1741.68,0,0,0,0.000328996,1741.7,0,0,0,0,0.000329667,1741.62,0,0,0,0,0.000345465,1741.53,0,0,0,0,0,0.000334171,1741.58,0,0,0,0,0,0.000324219,1741.66,0,0,0,0,50.0145699,0.000333542,1741.55,0,0,0,0,0,0.000317039
1801.91,0,0,0.000440346,1801.74,0,0,0.0003013090,1801.7,0,0,0.00031476,1801.62,0,0,0.000330375,1801.73,0,321.3527384,0.000340364,1801.7,0,0,0.000330282,1801.68,0,0,0.000306433,1801.75,0,0,0.000304367,1801.76,0,0,0.000319839,1801.69,0,0,0.000454387,1801.85,0,36.7996028,0.000352174,1801.53,0,0,0.000331954,1801.58,0,0,0.000331173,1801.6,0,0,0.000330366,1801.92,0,0.264335512,0.00032303,1801.94,0,0,0.000281875,1801.95,0,0,0.00034162,1801.94,0,0,0.000346132,1801.68,0,0,238.685286,0.000396589,1801.73,0,0,0,0.000329016,1801.74,0,0,0,0,0.000329811,1801.68,0,0,0,0,0.00034552,1801.58,0,0,0,0,0,0.000334122,1801.61,0,0,0,0,0,0.000324176,1801.76,0,0,0,0,46.45480489,0.000333675,1801.65,0,0,0,0,0,0.000317322
1861.98,0,0,0.000448159,1861.81,0,0,0.0003014980,1861.76,0,0,0.000314777,1861.67,0,0,0.000330581,1861.79,0,286.4100908,0.000340421,1861.76,0,0,0.00032961,1861.72,0,0,0.000306969,1861.81,0,0,0.000304468,1861.81,0,0,0.000319713,1861.74,0,0,0.000454417,1861.92,0,29.7019855,0.000352623,1861.61,0,0,0.000332136,1861.66,0,0,0.000331176,1861.65,0,0,0.000330364,1861.99,0,0,0.000322772,1862,0,0,0.000281637,1862.02,0,0,0.000340819,1862.02,0,0,0.000346358,1861.74,0,0,351.9179937,0.000396905,1861.8,0,0,0,0.000329089,1861.79,0,0,0,0,0.000329809,1861.72,0,0,0,0,0.000345562,1861.63,0,0,0,0,0,0.000334103,1861.68,0,0,0,0,0,0.00032402,1861.83,0,0,0,0,57.85324435,0.000333604,1861.7,0,0,0,0,0,0.000317595
1922.05,0,68.34152072,0.000456162,1921.87,0,0,0.0003015250,1921.82,0,0,0.000314887,1921.71,0,0,0.000330711,1921.84,0,149.2168826,0.000340384,1921.79,0,0,0.000329045,1921.78,0,0,0.000307495,1921.85,0,0,0.000304795,1921.87,0,0,0.000319784,1921.78,0,3.847342974,0.000454595,1921.99,0,5.207490962,0.000352978,1921.68,0,0,0.00033235,1921.73,0,0,0.000331213,1921.69,0,0,0.000330498,1922.06,0,2.605840264,0.000322467,1922.07,0,0,0.000281369,1922.07,0,0,0.00034014,1922.08,0,0,0.000346528,1921.78,0,0,460.0301881,0.000397196,1921.85,0,0,0,0.000329065,1921.83,0,0,0,0,0.000329882,1921.79,0,0,0,0,0.000345599,1921.67,0,0,0,0,0,0.000333902,1921.74,0,0,0,0,0,0.000323864,1921.88,0,0,0,0,51.62879234,0.00033334,1921.77,0,0,0,0,0,0.000317889
1982.11,0,0,0.000465182,1981.92,0,0,0.0003017400,1981.86,0,0,0.000314926,1981.75,0,0,0.00033079,1981.88,0,97.42259277,0.000340498,1981.84,0,0,0.000328737,1981.85,0,0,0.000307871,1981.91,0,0,0.00030502,1981.94,0,0,0.000320097,1981.86,0,12.17570893,0.000454965,1982.06,0,7.097617312,0.000353422,1981.74,0,0,0.0003327,1981.78,0,0,0.000331368,1981.73,0,0,0.000330539,1982.14,0,0,0.000322197,1982.14,0,0,0.000281381,1982.14,0,0,0.000339666,1982.16,0,0,0.000346582,1981.83,0,0,582.4430991,0.000397613,1981.93,0,0,0,0.000329056,1981.9,0,0,0,0,0.000329896,1981.84,0,0,0,0,0.000345657,1981.7,0,0,0,0,0,0.000333758,1981.8,0,0,0,0,0,0.000323666,1981.95,0,0,0,0,48.29825463,0.00033288,1981.81,0,0,0,0,0,0.000318155
